97,241,0
94,278,0
128,376,0
129,142,0
125,279,0
97,490,0
93,978,0
90,1283,0
49,95,0
92,73,0
114,91,0
103,569,0
58,769,0
94,581,0
110,348,0
107,474,0
109,678,0
149,543,0
88,675,0
54,826,0
145,74,0
107,357,0
98,411,0
70,200,0
113,811,0
76,295,0
150,316,0
142,1035,0
53,1455,0
89,629,1
104,218,1
65,455,1
143,491,1
155,437,1
118,504,1
145,427,1
22,233,1
86,751,1
125,907,1
125,447,1
